Nr circumscripție,Circumscripție,cod_judet,Nume Partid,Partid,gen,Pozitie Buletin,Membru alianta,Nume,Prenume,Funcție,Pozitie lista,x
3,ARGES,AG,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,8,,DUMITRU,ANDREI,CD,11,AGPSDIDUMITRU
39,VASLUI,VS,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,17,,ENACHE,ANDREI,CD,6,VSS.O.S. ROENACHE
42,Bucuresti,B,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,DREPT,M,14,,GHIOC,ANDREI,CD,7,BDREPTGHIOC
31,PRAHOVA,PH,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,10,,GRUMEZESCU,ANDREI,CD,1,PHPSDIGRUMEZESCU
42,Bucuresti,B,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,4,,HOMPOT,ANDREI,CD,25,BUDMRHOMPOT
42,Bucuresti,B,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,2,,HONCIUC,ANDREI,CD,18,BAURHONCIUC
42,Bucuresti,B,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,16,,IGNA,ANDREI,CD,10,BPNCRIGNA
24,IASI,IS,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,M,14,,IONIȚĂ,ANDREI,S,3,ISREPERIONIȚĂ
39,VASLUI,VS,FORȚA DREPTEI,FDREPTEI,M,6,,JALBĂ,ANDREI,S,5,VSFDREPTEIJALBĂ
33,SALAJ,SJ,PARTIDUL OAMENILOR TINERI,POT,M,14,,JOLDEȘ,ANDREI,CD,3,SJPOTJOLDEȘ
14,CONSTANTA,CT,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,M,19,,JUGARU,ANDREI,CD,1,CTPSDUJUGARU
25,ILFOV,IF,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,4,,KOZMA,ANDREI,S,1,IFUDMRKOZMA
37,TIMIS,TM,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,5,,MOLNAR,ANDREI,CD,1,TMUDMRMOLNAR
25,ILFOV,IF,UNIUNEA SALVAȚI ROMÂNIA,USR,M,5,,MOZARA,ANDREI,CD,4,IFUSRMOZARA
16,DAMBOVITA,DB,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,9,,NEACȘU,ANDREI,CD,5,DBROACTNEACȘU
14,CONSTANTA,CT,PARTIDUL SOCIAL DEMOCRAT,PSD,M,4,,NOVAC,ANDREI,CD,10,CTPSDNOVAC
37,TIMIS,TM,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,M,12,,NUȚAȘ-VANCEA-POP,ANDREI,CD,6,TMREPERNUȚAȘ-VANCEA-POP
6,BISTRITA-NASAUD,BN,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,8,,ORBAN,ANDREI,CD,5,BNS.O.S. ROORBAN
6,BISTRITA-NASAUD,BN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,6,,PAPP,ANDREI,S,2,BNUDMRPAPP
31,PRAHOVA,PH,FORȚA DREPTEI,FDREPTEI,M,6,,PINTENARU,ANDREI,S,5,PHFDREPTEIPINTENARU
14,CONSTANTA,CT,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,M,14,,POPESCU,ANDREI,S,1,CTREPERPOPESCU
39,VASLUI,VS,UNIUNEA SALVAȚI ROMÂNIA,USR,M,1,,ȘERBAN,ANDREI,CD,4,VSUSRȘERBAN
2,ARAD,AR,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,10,,STRATINSZKI,ANDREI,CD,8,ARPSDISTRATINSZKI
10,BUZAU,BZ,PARTIDUL NOUA ROMÂNIE,PNRO,M,9,,ȚUCULESCU,ANDREI,CD,1,BZPNROȚUCULESCU
30,OLT,OT,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,1,,VARGA,ANDREI,S,2,OTUDMRVARGA
28,MURES,MS,UNIUNEA SALVAȚI ROMÂNIA,USR,M,3,,VARTIC,ANDREI,CD,10,MSUSRVARTIC
17,DOLJ,DJ,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,1,,VOINEA,ANDREI,CD,4,DJAURVOINEA
2,ARAD,AR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,1,,ZAGONI-SZABO,ANDREI,CD,7,ARUDMRZAGONI-SZABO
11,CARAS-SEVERIN,CS,UNIUNEA SALVAȚI ROMÂNIA,USR,M,5,,PLUJAR,ANDREI GEORGE,CD,1,CSUSRPLUJAR
24,IASI,IS,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,M,10,,ȘALARU,ANDREI-ADRIAN,CD,6,ISPSDUȘALARU
24,IASI,IS,PATRIOȚII POPORULUI ROMÂN,PPR,M,19,,POPESCU,ANDREI-ALEXANDRU,CD,3,ISPPRPOPESCU
36,TELEORMAN,TR,FORȚA DREPTEI,FDREPTEI,M,5,,SANDU,ANDREI-ALEXANDRU,S,2,TRFDREPTEISANDU
11,CARAS-SEVERIN,CS,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,19,,STAICU,ANDREI-ALEXANDRU,CD,1,CSPNCRSTAICU
42,Bucuresti,B,FORȚA DREPTEI,FDREPTEI,M,1,,ȚÎMPU,ANDREI-ALEXANDRU,CD,25,BFDREPTEIȚÎMPU
19,GIURGIU,GR,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,M,9,,SANDU,ANDREI-BOGDAN,S,1,GRPSDUSANDU
1,ALBA,AB,PARTIDUL SOCIAL DEMOCRAT,PSD,M,6,,SĂRMĂȘAN,ANDREI-CĂLIN,CD,5,ABPSDSĂRMĂȘAN
32,SATU MARE,SM,FORȚA DREPTEI,FDREPTEI,M,3,,JULA,ANDREI-CĂTĂLIN,CD,6,SMFDREPTEIJULA
8,BRASOV,BV,PARTIDUL NAȚIONAL LIBERAL,PNL,M,5,,CHIRICHEȘ,ANDREI-CIPRIAN,S,6,BVPNLCHIRICHEȘ
3,ARGES,AG,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,6,,LUCA,ANDREI-CLAUDIU,CD,7,AGAURLUCA
29,NEAMT,NT,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,M,18,,MOISEI,ANDREI-CLAUDIU,CD,5,NTADNMOISEI
42,Bucuresti,B,PARTIDUL NAȚIONAL LIBERAL,PNL,M,3,,MOTOC,ANDREI-CLAUDIU,CD,19,BPNLMOTOC
7,BOTOSANI,BT,PARTIDUL NAȚIONAL LIBERAL,PNL,M,1,,NENIȘCĂ,ANDREI-CONSTANTIN,CD,6,BTPNLNENIȘCĂ
37,TIMIS,TM,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,7,,MIRON,ANDREI-CORNEL,CD,13,TMS.O.S. ROMIRON
17,DOLJ,DJ,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,16,,ȘENDROIU,ANDREI-CORNELIU,S,4,DJPNCRȘENDROIU
31,PRAHOVA,PH,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,13,,GUȘĂ,ANDREI-COSMIN,CD,1,PHS.O.S. ROGUȘĂ
42,Bucuresti,B,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,SENS,M,12,,MACSUT,ANDREI-COSMIN,CD,2,BSENSMACSUT
31,PRAHOVA,PH,PARTIDUL SOCIAL DEMOCRAT,PSD,M,3,,ȚURCANU,ANDREI-COSMIN,S,3,PHPSDȚURCANU
31,PRAHOVA,PH,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,M,7,,NEGREȘ,ANDREI-COSTEL,S,2,PHADNNEGREȘ
14,CONSTANTA,CT,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,SENS,M,17,,ZISU,ANDREI-COSTIN,CD,3,CTSENSZISU
3,ARGES,AG,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,M,21,,SORICĂ,ANDREI-CRISTIAN,CD,8,AGREPERSORICĂ
5,BIHOR,BH,PATRIOȚII POPORULUI ROMÂN,PPR,M,19,,BOROȘ,ANDREI-CRISTIAN-BOGDAN,S,1,BHPPRBOROȘ
39,VASLUI,VS,UNIUNEA SALVAȚI ROMÂNIA,USR,M,1,,BRÎNZĂ,ANDREI-DAN,S,2,VSUSRBRÎNZĂ
7,BOTOSANI,BT,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,DREPT,M,11,,ARIM,ANDREI-DANIEL,S,2,BTDREPTARIM
13,CLUJ,CJ,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,M,17,,BARZU,ANDREI-DANIEL,CD,8,CJREPERBARZU
25,ILFOV,IF,PARTIDUL NAȚIONAL LIBERAL,PNL,M,1,,GHEORGHE,ANDREI-DANIEL,CD,1,IFPNLGHEORGHE
1,ALBA,AB,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,4,,DÎRLĂU,ANDREI-EMIL,S,1,ABAURDÎRLĂU
40,VALCEA,VL,UNIUNEA SALVAȚI ROMÂNIA,USR,M,3,,GHEORGHIU,ANDREI-FLORIN,CD,1,VLUSRGHEORGHIU
42,Bucuresti,B,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,23,,TASE,ANDREI-FLORIN,CD,25,BPSDITASE
40,VALCEA,VL,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,20,,TUDORACHE,ANDREI-FLORIN,CD,6,VLS.O.S. ROTUDORACHE
11,CARAS-SEVERIN,CS,UNIUNEA SALVAȚI ROMÂNIA,USR,M,5,,VĂSCUȚ,ANDREI-FLORIN,CD,7,CSUSRVĂSCUȚ
42,Bucuresti,B,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,23,,CIOBĂNICĂ,ANDREI-GABRIEL,CD,34,BPSDICIOBĂNICĂ
42,Bucuresti,B,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,2,,DINCĂ,ANDREI-GABRIEL,CD,33,BAURDINCĂ
24,IASI,IS,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,M,10,,LIȚĂ,ANDREI-GABRIEL,CD,9,ISPSDULIȚĂ
42,Bucuresti,B,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,2,,CRECI,ANDREI-GEORGE,CD,16,BAURCRECI
31,PRAHOVA,PH,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,SENS,M,17,,PĂTRU,ANDREI-GEORGIAN,S,1,PHSENSPĂTRU
3,ARGES,AG,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,11,,CHIRIAC,ANDREI-GHEORGHE,S,1,AGPNCRCHIRIAC
13,CLUJ,CJ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,6,,PÓKA,ANDREI-GHEORGHE,CD,6,CJUDMRPÓKA
35,SUCEAVA,SV,CANDIDAT INDEPENDENT,INDEPENDENT,M,40,,NEȘCULESCU,ANDREI-IONUȚ,CD,1,SVINDEPENDENTNEȘCULESCU
19,GIURGIU,GR,PARTIDUL SOCIAL DEMOCRAT,PSD,M,1,,PINȚUR,ANDREI-IONUȚ,CD,2,GRPSDPINȚUR
39,VASLUI,VS,PARTIDUL OAMENILOR TINERI,POT,M,12,,TESLARIU,ANDREI-IONUȚ,CD,1,VSPOTTESLARIU
25,ILFOV,IF,FORȚA DREPTEI,FDREPTEI,M,2,,BALINT,ANDREI-IOSIF,CD,4,IFFDREPTEIBALINT
25,ILFOV,IF,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,M,9,,MĂRGĂRIT,ANDREI-IULIAN,S,4,IFREPERMĂRGĂRIT
34,SIBIU,SB,FORȚA DREPTEI,FDREPTEI,M,4,,BIȚU,ANDREI-LIVIU,CD,2,SBFDREPTEIBIȚU
8,BRASOV,BV,PARTIDUL NAȚIONAL LIBERAL,PNL,M,5,,MĂIEREANU,ANDREI-LUCIAN,CD,12,BVPNLMĂIEREANU
42,Bucuresti,B,FORȚA DREPTEI,FDREPTEI,M,1,,URSULICĂ,ANDREI-LUCIAN,CD,17,BFDREPTEIURSULICĂ
16,DAMBOVITA,DB,FORȚA DREPTEI,FDREPTEI,M,6,,STĂNCESCU,ANDREI-MARIUS,CD,7,DBFDREPTEISTĂNCESCU
21,HARGHITA,HR,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,18,,KELEMEN,ANDREI-MIHAI,S,3,HRS.O.S. ROKELEMEN
12,CALARASI,CL,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,1,,LĂDUNCĂ,ANDREI-MIHAI,CD,3,CLAURLĂDUNCĂ
12,CALARASI,CL,FORȚA DREPTEI,FDREPTEI,M,4,,POPESCU,ANDREI-MIHAI,CD,4,CLFDREPTEIPOPESCU
1,ALBA,AB,FORȚA DREPTEI,FDREPTEI,M,3,,FLOREA,ANDREI-NICOLAE,CD,5,ABFDREPTEIFLOREA
23,IALOMITA,IL,UNIUNEA SALVAȚI ROMÂNIA,USR,M,1,,IORDĂNESCU,ANDREI-NICOLAE,CD,1,ILUSRIORDĂNESCU
1,ALBA,AB,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,15,,ȘERDEAN,ANDREI-NICOLAE,CD,7,ABROACTȘERDEAN
28,MURES,MS,FORȚA DREPTEI,FDREPTEI,M,1,,PĂDUREAN,ANDREI-PAUL,CD,7,MSFDREPTEIPĂDUREAN
42,Bucuresti,B,FORȚA DREPTEI,FDREPTEI,M,1,,PRECUP,ANDREI-RADU,S,11,BFDREPTEIPRECUP
37,TIMIS,TM,PARTIDUL NAȚIONAL LIBERAL,PNL,M,4,,VLĂDAIA,ANDREI-RAFAEL,CD,13,TMPNLVLĂDAIA
9,BRAILA,BR,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,15,,COLȚEA,ANDREI-RĂZVAN,CD,1,BRROACTCOLȚEA
42,Bucuresti,B,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,DREPT,M,14,,LUPU,ANDREI-RĂZVAN,CD,2,BDREPTLUPU
28,MURES,MS,UNIUNEA SALVAȚI ROMÂNIA,USR,M,3,,CĂLUGĂR,ANDREI-ROBERT,CD,4,MSUSRCĂLUGĂR
3,ARGES,AG,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,6,,OHACI,ANDREI-ROMICĂ,CD,12,AGAUROHACI
7,BOTOSANI,BT,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,2,,ARITON,ANDREI-SEBASTIAN,CD,5,BTAURARITON
42,Bucuresti,B,FORȚA DREPTEI,FDREPTEI,M,1,,SELEA,ANDREI-ȘTEFAN,CD,37,BFDREPTEISELEA
14,CONSTANTA,CT,FORȚA DREPTEI,FDREPTEI,M,2,,CĂLIN,ANDREI-STELIAN,CD,8,CTFDREPTEICĂLIN
42,Bucuresti,B,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,7,,COSTACHE,ANDREI-THEODOR,CD,7,BS.O.S. ROCOSTACHE
31,PRAHOVA,PH,PARTIDUL SOCIAL DEMOCRAT,PSD,M,3,,GEORGESCU,ANDREI-THEODOR,CD,13,PHPSDGEORGESCU
30,OLT,OT,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,M,20,,ADAM,ANDREI-VALENTIN,CD,1,OTADNADAM
20,GORJ,GJ,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,DREPT,M,18,,APETREI,ANDREI-VALENTIN,CD,2,GJDREPTAPETREI
42,Bucuresti,B,UNIUNEA SALVAȚI ROMÂNIA,USR,M,5,,STAN,ANDREI-VALENTIN,CD,25,BUSRSTAN
34,SIBIU,SB,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,16,,IVAȘCU,ANDREI-VALERIU,CD,6,SBROACTIVAȘCU
27,MEHEDINTI,MH,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,M,18,,IACOB,ANDREI-VIOREL,CD,1,MHANCIACOB
5,BIHOR,BH,PARTIDUL OAMENILOR TINERI,POT,M,16,,SCRIPNIC,ANDREI-VIOREL,CD,5,BHPOTSCRIPNIC
42,Bucuresti,B,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,DREPT,M,14,,POPESCU,ANDREI-VLAD,CD,11,BDREPTPOPESCU
43,Diaspora,diaspora,PARTIDUL OAMENILOR TINERI,POT,F,16,,BURȚILĂ,ANDREIA,CD,6,diasporaPOTBURȚILĂ
40,VALCEA,VL,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,7,,IORDACHE,ANDY-CĂTĂLIN,CD,3,VLROACTIORDACHE
14,CONSTANTA,CT,FORȚA DREPTEI,FDREPTEI,F,2,,RUSU,ANE-MARIE,CD,13,CTFDREPTEIRUSU
14,CONSTANTA,CT,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,F,13,,GHEORGHE,ANETA,CD,14,CTADNGHEORGHE
19,GIURGIU,GR,PARTIDUL NAȚIONAL LIBERAL,PNL,F,2,,MATEI,ANETA,CD,2,GRPNLMATEI
41,VRANCEA,VN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,1,,SZOLOMÁJER-LANG,ANETT-GYOPARKA,CD,3,VNUDMRSZOLOMÁJER-LANG
24,IASI,IS,PARTIDUL LIGA ACȚIUNII NAȚIONALE,PLAN,M,11,,ARDELEANU,ANGEL,CD,6,ISPLANARDELEANU
41,VRANCEA,VN,PARTIDUL SOCIAL DEMOCRAT,PSD,M,4,,TÎLVĂR,ANGEL,CD,1,VNPSDTÎLVĂR
4,BACAU,BC,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,M,19,,VEREȘ-GHENȚA,ANGEL-IONUȚ,CD,3,BCREPERVEREȘ-GHENȚA
18,GALATI,GL,PARTIDUL NAȚIONAL LIBERAL,PNL,M,6,,TRIFAN,ANGEL-LIVIU,CD,10,GLPNLTRIFAN
32,SATU MARE,SM,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,F,14,,ARDELEAN,ANGELA,CD,4,SMPNCRARDELEAN
31,PRAHOVA,PH,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,13,,CATRINA,ANGELA,CD,2,PHS.O.S. ROCATRINA
4,BACAU,BC,PATRIOȚII POPORULUI ROMÂN,PPR,F,17,,DRAGU,ANGELA,CD,2,BCPPRDRAGU
16,DAMBOVITA,DB,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,F,7,,NEACȘU,ANGELA,S,2,DBPSDUNEACȘU
42,Bucuresti,B,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,7,,NEGROTĂ,ANGELA,S,3,BS.O.S. RONEGROTĂ
24,IASI,IS,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,F,7,,VASILACHE,ANGELA,CD,7,ISADNVASILACHE
21,HARGHITA,HR,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,F,14,,MUSCĂ,ANGELA-MIHAELA,S,2,HRPNCRMUSCĂ
35,SUCEAVA,SV,PARTIDUL NAȚIONAL LIBERAL,PNL,F,1,,FĂDOR,ANGELICA,CD,2,SVPNLFĂDOR
34,SIBIU,SB,PARTIDUL ECOLOGIST ROMÂN,PER,F,13,,GEORGESCU,ANGELICA,S,3,SBPERGEORGESCU
24,IASI,IS,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,22,,SANDU,ANGELICA,CD,3,ISPSDISANDU
28,MURES,MS,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,F,16,,MOLDOVAN,ANGELICA-CAMELIA-LIANA,S,4,MSADNMOLDOVAN
7,BOTOSANI,BT,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,10,,ANTONESEI,ANGELICA-FLORENTINA,CD,4,BTS.O.S. ROANTONESEI
20,GORJ,GJ,PATRIOȚII POPORULUI ROMÂN,PPR,F,8,,POPESCU,ANGHELINA,CD,3,GJPPRPOPESCU
37,TIMIS,TM,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,F,20,,GIURCĂ,ANI,CD,4,TMPNCRGIURCĂ
32,SATU MARE,SM,PARTIDUL NAȚIONAL LIBERAL,PNL,F,6,,BOITOR,ANIȘOARA,CD,3,SMPNLBOITOR
8,BRASOV,BV,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,DREPT,F,15,,ICHIM,ANIȘOARA,S,3,BVDREPTICHIM
41,VRANCEA,VN,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,17,,LUPU,ANIȘOARA,CD,4,VNS.O.S. ROLUPU
39,VASLUI,VS,FORȚA DREPTEI,FDREPTEI,F,6,,PAMFIL,ANIȘOARA,CD,4,VSFDREPTEIPAMFIL
7,BOTOSANI,BT,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,5,,BÁNDI,ANITA,CD,2,BTUDMRBÁNDI
36,TELEORMAN,TR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,3,,PUSKÁS,ANNA,S,2,TRUDMRPUSKÁS
13,CLUJ,CJ,PARTIDUL SOCIAL DEMOCRAT,PSD,F,1,,RUSU,ANNA,S,4,CJPSDRUSU
17,DOLJ,DJ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,5,,SZENTGYŐRGYI,ANNA,S,3,DJUDMRSZENTGYŐRGYI
42,Bucuresti,B,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,4,,BĂNICĂ,ANNA-MARIA,CD,6,BUDMRBĂNICĂ
19,GIURGIU,GR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,5,,DUDAS,ANNA-MARIA,CD,1,GRUDMRDUDAS
42,Bucuresti,B,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,4,,HEGYI,ANNA-MARIA,S,17,BUDMRHEGYI
5,BIHOR,BH,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,F,7,,TIREAN,ANNA-MARIA-VERONICA,CD,7,BHADNTIREAN
26,MARAMURES,MM,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,4,,HITTER,ANNAMARIA,S,3,MMUDMRHITTER
31,PRAHOVA,PH,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,4,,BODOCZI,ANNAMÁRIA,CD,1,PHUDMRBODOCZI
33,SALAJ,SJ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,2,,BOGYA,ANNAMÁRIA,S,3,SJUDMRBOGYA
28,MURES,MS,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,18,,KÁLOSI,ANNAMÁRIA,CD,7,MSPSDIKÁLOSI
32,SATU MARE,SM,FORȚA DREPTEI,FDREPTEI,F,3,,JULA,ANNAMARIA-BEATRIX,S,4,SMFDREPTEIJULA
28,MURES,MS,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,6,,KOLCSÁR,ANQUETIL-KÁROLY,CD,4,MSUDMRKOLCSÁR
39,VASLUI,VS,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,3,,SZENTES,ANTAL,CD,2,VSUDMRSZENTES
28,MURES,MS,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,6,,BARABÁSI,ANTAL-SZABOLCS,CD,5,MSUDMRBARABÁSI
40,VALCEA,VL,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,SENS,F,15,,GHIȚESCU,ANTOANETA,CD,1,VLSENSGHIȚESCU
28,MURES,MS,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,18,,GÁBOR,ANTON,S,2,MSPSDIGÁBOR
23,IALOMITA,IL,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,4,,MERZA,ANTON,CD,1,ILUDMRMERZA
10,BUZAU,BZ,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,21,,BORUGĂ,ANTON-DUMITRU,CD,5,BZS.O.S. ROBORUGĂ
5,BIHOR,BH,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,18,,HOGYE,ANTON-NORBERT,CD,8,BHROACTHOGYE
14,CONSTANTA,CT,FORȚA DREPTEI,FDREPTEI,M,2,,TĂNASE,ANTONEL,S,1,CTFDREPTEITĂNASE
9,BRAILA,BR,FORȚA DREPTEI,FDREPTEI,F,6,,IONIȚĂ,ANTONETA,CD,1,BRFDREPTEIIONIȚĂ
8,BRASOV,BV,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,F,19,,COJOCARU,ANTONIA,CD,4,BVREPERCOJOCARU
9,BRAILA,BR,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,F,22,,MARIȘESCU,ANTONIA,CD,2,BRREPERMARIȘESCU
29,NEAMT,NT,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,3,,NAGY,ANTÓNIA,CD,5,NTUDMRNAGY
8,BRASOV,BV,FORȚA DREPTEI,FDREPTEI,M,6,,UNGUREANU,ANTONIE,CD,12,BVFDREPTEIUNGUREANU
35,SUCEAVA,SV,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,11,,ZAHARIA,ANTONIE,CD,4,SVROACTZAHARIA
20,GORJ,GJ,PARTIDUL SOCIAL DEMOCRAT,PSD,M,1,,NEGRU,ANTONIE-MARIUS,CD,3,GJPSDNEGRU
4,BACAU,BC,PARTIDUL PATRIA,PATRIA,M,23,,PATRAȘCU,ANTONIN,CD,1,BCPATRIAPATRAȘCU
42,Bucuresti,B,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,2,,ANDRUȘCEAC,ANTONIO,S,4,BAURANDRUȘCEAC
29,NEAMT,NT,PARTIDUL LIGA ACȚIUNII NAȚIONALE,PLAN,M,7,,OPREA,ANTONIO,CD,4,NTPLANOPREA
31,PRAHOVA,PH,UNIUNEA SALVAȚI ROMÂNIA,USR,M,1,,PÂRÂU-ENACHE,ANTONIO,CD,5,PHUSRPÂRÂU-ENACHE
40,VALCEA,VL,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,1,,POPESCU,ANTONIO-GABI,CD,2,VLAURPOPESCU
34,SIBIU,SB,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,SENS,M,9,,TURC,ANTONIO-IOAN,CD,2,SBSENSTURC
36,TELEORMAN,TR,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,M,10,,KILB,ANTONIO-LEONTE,CD,1,TRANCKILB
42,Bucuresti,B,ROMÂNIA SOCIALISTĂ,PRS,M,18,PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR,GHEORGHE,ANTONIO-NICOLAE,CD,7,BPRSGHEORGHEPARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR
